,customer_id,customer_last_name,customer_district,customer_city,customer_country,category_name,release_year,rating,language,cluster
6177,293.0,Fletcher,Baskimaa,Donostia-San Sebastin,Spain,Sports,2006,NC-17,English             ,1457
6178,229.0,Nguyen,Gois,Anpolis,Brazil,Sports,2006,NC-17,English             ,1668
6179,356.0,Fultz,Madhya Pradesh,Satna,India,Sports,2006,NC-17,English             ,135
6180,10.0,Taylor,Esfahan,Esfahan,Iran,Sports,2006,NC-17,English             ,1668
6181,147.0,Robertson,Saitama,Urawa,Japan,Sports,2006,NC-17,English             ,80
6182,304.0,Royal,Callao,Callao,Peru,Sports,2006,NC-17,English             ,815
6183,592.0,Roush,Fejr,Szkesfehrvr,Hungary,Sports,2006,NC-17,English             ,5
6184,596.0,Forsythe,West Greece,Patras,Greece,Sports,2006,NC-17,English             ,624
6185,468.0,Cary,Karnataka,Bijapur,India,Sports,2006,NC-17,English             ,1150
6186,416.0,Pinson,Sind,Dadu,Pakistan,Sports,2006,NC-17,English             ,93
6187,132.0,Crawford,Free State,Botshabelo,South Africa,Sports,2006,NC-17,English             ,1431
6188,288.0,Craig,Guanajuato,Valle de Santiago,Mexico,Sports,2006,NC-17,English             ,135
6189,256.0,Holland,Sagaing,Monywa,Myanmar,Sports,2006,NC-17,English             ,1073
6190,481.0,Devore,Mwanza,Mwanza,Tanzania,Music,2006,R,English             ,677
6191,367.0,Gooch,Andhra Pradesh,Adoni,India,Music,2006,R,English             ,902
6192,403.0,Way,Tamil Nadu,Valparai,India,Music,2006,R,English             ,1166
6193,205.0,Carr,Alto Paran,Ciudad del Este,Paraguay,Music,2006,R,English             ,1761
6194,69.0,Gray,Bchar,Bchar,Algeria,Music,2006,R,English             ,1434
6195,406.0,Runyon,St Thomas,Charlotte Amalie,"Virgin Islands, U.S.",Music,2006,R,English             ,651
6196,353.0,Scarborough,Hidalgo,Pachuca de Soto,Mexico,Music,2006,R,English             ,536
6197,570.0,Cromwell,Coahuila de Zaragoza,Monclova,Mexico,Music,2006,R,English             ,1726
6198,149.0,Black,Massachusetts,Brockton,United States,Comedy,2006,PG-13,English             ,994
6199,517.0,Mccurdy,Taipei,Chungho,Taiwan,Comedy,2006,PG-13,English             ,1084
6200,332.0,Qualls,Dhaka,Dhaka,Bangladesh,Comedy,2006,PG-13,English             ,162
6201,311.0,Trout,Kursk,Kursk,Russian Federation,Comedy,2006,PG-13,English             ,1194
6202,15.0,Harris,Madhya Pradesh,Bhopal,India,Comedy,2006,PG-13,English             ,994
6203,422.0,Ellington,Hubei,Laohekou,China,Comedy,2006,PG-13,English             ,1315
6204,380.0,Brinson,Slaskie,Tychy,Poland,Comedy,2006,PG-13,English             ,111
6205,78.0,Wood,Uttar Pradesh,Rae Bareli,India,Comedy,2006,PG-13,English             ,992
6206,14.0,White,California,Citrus Heights,United States,Comedy,2006,PG-13,English             ,1481
6207,340.0,Newsom,Hanoi,Hanoi,Vietnam,Comedy,2006,PG-13,English             ,1772
6208,137.0,Kennedy,Gelderland,Apeldoorn,Netherlands,Comedy,2006,PG-13,English             ,968
6209,95.0,Bryant,Punjab,Pathankot,India,Comedy,2006,PG-13,English             ,761
6210,552.0,Waldrop,Zhejiang,Haining,China,Comedy,2006,PG-13,English             ,190
6211,176.0,Carroll,Skikda,Skikda,Algeria,Comedy,2006,PG-13,English             ,1110
6212,441.0,Cheatham,Batna,Batna,Algeria,Comedy,2006,PG-13,English             ,1099
6213,309.0,Greco,Lombardia,Brescia,Italy,Comedy,2006,PG-13,English             ,994
6214,508.0,Howland,Andhra Pradesh,Vijayawada,India,Comedy,2006,PG-13,English             ,1315
6215,569.0,Gardiner,Sichuan,Leshan,China,Comedy,2006,PG-13,English             ,375
6216,115.0,Harrison,Mxico,Nezahualcyotl,Mexico,Games,2006,G,English             ,226
6217,407.0,Ratcliff,North West,Rustenburg,South Africa,Games,2006,G,English             ,226
6218,554.0,Olvera,Gujarat,Rajkot,India,Games,2006,G,English             ,661
6219,316.0,Curley,Maharashtra,Miraj,India,Games,2006,G,English             ,750
6220,45.0,Phillips,Antofagasta,Antofagasta,Chile,Games,2006,G,English             ,718
6221,83.0,Jenkins,Gauteng,Springs,South Africa,Games,2006,G,English             ,661
6222,21.0,Clark,Dhaka,Tangail,Bangladesh,Games,2006,G,English             ,1109
6223,282.0,Castro,Ponce,Ponce,Puerto Rico,Games,2006,G,English             ,292
6224,148.0,Hunt,Saint-Denis,Saint-Denis,Runion,Games,2006,G,English             ,292
6225,106.0,Wallace,Ivanovo,Ivanovo,Russian Federation,Games,2006,G,English             ,595
6226,407.0,Ratcliff,North West,Rustenburg,South Africa,Games,2006,G,English             ,226
6227,217.0,Bishop,Uttar Pradesh,Sambhal,India,Games,2006,G,English             ,379
6228,197.0,Peters,Jiangsu,Changzhou,China,Games,2006,G,English             ,595
6229,62.0,Cooper,Missouri,Saint Louis,United States,Games,2006,G,English             ,1587
6230,254.0,Silva,Minas Gerais,Poos de Caldas,Brazil,Games,2006,G,English             ,1123
6231,208.0,Wheeler,West Bengali,Balurghat,India,Games,2006,G,English             ,140
6232,372.0,Mackenzie,East Java,Probolinggo,Indonesia,Games,2006,G,English             ,1415
6233,433.0,Bone,Nampula,Naala-Porto,Mozambique,Games,2006,G,English             ,1587
6234,221.0,Morrison,Sisilia,Syrakusa,Italy,Games,2006,G,English             ,773
6235,268.0,Soto,Kerala,Palghat (Palakkad),India,Games,2006,G,English             ,661
6236,284.0,Gregory,Edo & Delta,Benin City,Nigeria,Games,2006,G,English             ,641
6237,10.0,Taylor,Esfahan,Esfahan,Iran,Games,2006,G,English             ,854
6238,568.0,Henning,Anzotegui,Barcelona,Venezuela,Games,2006,G,English             ,663
6239,354.0,Ngo,So Paulo,Santo Andr,Brazil,Games,2006,G,English             ,773
6240,63.0,Richardson,Nebraska,Lincoln,United States,Games,2006,G,English             ,1282
6241,559.0,Banda,al-Sharqiya,Bilbays,Egypt,Comedy,2006,NC-17,English             ,182
6242,337.0,Jordon,Hiroshima,Onomichi,Japan,Comedy,2006,NC-17,English             ,1041
6243,56.0,Cook,Tahiti,Papeete,French Polynesia,Comedy,2006,NC-17,English             ,762
6244,59.0,Murphy,Karnataka,Mysore,India,Comedy,2006,NC-17,English             ,1041
6246,162.0,Hudson,Pays de la Loire,Le Mans,France,Comedy,2006,NC-17,English             ,182
6247,278.0,Horton,Bursa,Inegl,Turkey,Comedy,2006,NC-17,English             ,1302
6248,442.0,Bustamante,Inner Mongolia,Tongliao,China,Comedy,2006,NC-17,English             ,532
6249,44.0,Turner,Lipetsk,Lipetsk,Russian Federation,Comedy,2006,NC-17,English             ,1762
6250,174.0,Watkins,Miranda,Ocumare del Tuy,Venezuela,Comedy,2006,NC-17,English             ,847
6251,278.0,Horton,Bursa,Inegl,Turkey,Comedy,2006,NC-17,English             ,1302
6252,596.0,Forsythe,West Greece,Patras,Greece,Comedy,2006,NC-17,English             ,1254
6253,253.0,Carlson,Miyazaki,Miyakonojo,Japan,Comedy,2006,NC-17,English             ,1346
6254,59.0,Murphy,Karnataka,Mysore,India,Comedy,2006,NC-17,English             ,1041
6255,392.0,Douglass,Addis Abeba,Addis Abeba,Ethiopia,Comedy,2006,NC-17,English             ,1605
6256,294.0,Watts,Ohio,Dayton,United States,Comedy,2006,NC-17,English             ,89
6257,599.0,Cintron,Heilongjiang,Tieli,China,Comedy,2006,NC-17,English             ,532
6258,64.0,Cox,Sichuan,Daxian,China,Comedy,2006,NC-17,English             ,495
6259,454.0,Gresham,Michoacn de Ocampo,Uruapan,Mexico,Comedy,2006,NC-17,English             ,325
6260,54.0,Rogers,Yamaguchi,Iwakuni,Japan,Comedy,2006,NC-17,English             ,1879
6261,495.0,Bess,Gansu,Baiyin,China,Comedy,2006,NC-17,English             ,1360
6262,373.0,Leone,Southern Tagalog,Tanauan,Philippines,Comedy,2006,NC-17,English             ,1637
6263,22.0,Rodriguez,Rabat-Sal-Zammour-Z,Sal,Morocco,Comedy,2006,NC-17,English             ,583
6264,205.0,Carr,Alto Paran,Ciudad del Este,Paraguay,Comedy,2006,NC-17,English             ,1749
6265,277.0,Jimenez,Oyo & Osun,Ogbomosho,Nigeria,Sports,2006,PG-13,English             ,759
6266,339.0,Perryman,Henan,Xinxiang,China,Sports,2006,PG-13,English             ,1241
6267,591.0,Arsenault,Minas Gerais,Juiz de Fora,Brazil,Sports,2006,PG-13,English             ,738
6268,385.0,Holm,Ibaragi,Tama,Japan,Sports,2006,PG-13,English             ,759
6269,432.0,Burk,KwaZulu-Natal,Newcastle,South Africa,Sports,2006,PG-13,English             ,1657
6270,594.0,Hiatt,Inner Mongolia,Jining,China,Sports,2006,PG-13,English             ,1257
6271,330.0,Shelley,Illinois,Aurora,United States,Sports,2006,PG-13,English             ,997
6272,143.0,Gordon,Kilis,Kilis,Turkey,Sports,2006,PG-13,English             ,594
6273,351.0,Foust,Krasnojarsk,Zeleznogorsk,Russian Federation,Sports,2006,PG-13,English             ,982
6274,163.0,Spencer,Gifu,Kakamigahara,Japan,Sports,2006,PG-13,English             ,65
6275,368.0,Arce,Esfahan,Najafabad,Iran,Sports,2006,PG-13,English             ,1492
6276,316.0,Curley,Maharashtra,Miraj,India,Sports,2006,PG-13,English             ,738
6277,103.0,Hamilton,Kwara & Kogi,Ilorin,Nigeria,Sci-Fi,2006,R,English             ,1730
6278,77.0,Bennett,So Paulo,Araatuba,Brazil,Sci-Fi,2006,R,English             ,934
6279,43.0,Roberts,Tahiti,Faaa,French Polynesia,Sci-Fi,2006,R,English             ,123
6280,504.0,Adam,Illinois,Joliet,United States,Sci-Fi,2006,R,English             ,882
6281,529.0,Guillen,Andhra Pradesh,Bhimavaram,India,Sci-Fi,2006,R,English             ,1038
6282,107.0,Woods,Buenos Aires,Merlo,Argentina,Sci-Fi,2006,R,English             ,479
6283,51.0,Stewart,California,Fontana,United States,Sci-Fi,2006,R,English             ,152
6284,535.0,Elrod,Chari-Baguirmi,NDjamna,Chad,Sci-Fi,2006,R,English             ,686
6285,102.0,Ford,Ha Darom,Ashdod,Israel,Sci-Fi,2006,R,English             ,763
6286,196.0,Austin,Baden-Wrttemberg,Mannheim,Germany,Family,2006,PG-13,English             ,327
6287,173.0,Ray,Steiermark,Graz,Austria,Family,2006,PG-13,English             ,1625
6288,161.0,Perkins,Tel Aviv,Tel Aviv-Jaffa,Israel,Family,2006,PG-13,English             ,876
6289,211.0,Montgomery,Jilin,Fuyu,China,Family,2006,PG-13,English             ,1349
6290,298.0,Pena,Pohjois-Pohjanmaa,Oulu,Finland,Family,2006,PG-13,English             ,14
6291,272.0,Caldwell,Shandong,Yantai,China,Family,2006,PG-13,English             ,802
6292,198.0,Kelley,Ondo & Ekiti,Ikerre,Nigeria,Family,2006,PG-13,English             ,1867
6293,468.0,Cary,Karnataka,Bijapur,India,Family,2006,PG-13,English             ,488
6294,454.0,Gresham,Michoacn de Ocampo,Uruapan,Mexico,Family,2006,PG-13,English             ,1396
6295,135.0,Mason,Maharashtra,Pune,India,Family,2006,PG-13,English             ,1625
6296,544.0,Nolen,So Paulo,So Bernardo do Campo,Brazil,Family,2006,PG-13,English             ,1549
6297,534.0,Jung,Uttar Pradesh,Amroha,India,Family,2006,PG-13,English             ,290
6298,525.0,Clary,Friuli-Venezia Giuli,Udine,Italy,Family,2006,PG-13,English             ,1406
6299,66.0,Ward,Skne ln,Malm,Sweden,Family,2006,PG-13,English             ,1563
6300,472.0,Robins,Nam Ha,Nam Dinh,Vietnam,Family,2006,PG-13,English             ,290
6301,369.0,Wheat,Chihuahua,Jurez,Mexico,Family,2006,PG-13,English             ,547
6302,361.0,Lawton,Centre,Yaound,Cameroon,Family,2006,PG-13,English             ,519
6303,391.0,Gamez,Osaka,Izumisano,Japan,Family,2006,PG-13,English             ,494
6304,340.0,Newsom,Hanoi,Hanoi,Vietnam,Family,2006,PG-13,English             ,1702
6305,32.0,Lopez,Uttar Pradesh,Jhansi,India,Family,2006,PG-13,English             ,14
6306,237.0,Gilbert,Chollanam,Naju,South Korea,Family,2006,PG-13,English             ,1750
6307,436.0,Quigley,British Colombia,Vancouver,Canada,Family,2006,PG-13,English             ,494
6308,144.0,Shaw,Minsk,Molodetno,Belarus,Family,2006,PG-13,English             ,1563
6309,166.0,Payne,Lilongwe,Lilongwe,Malawi,Family,2006,PG-13,English             ,1867
6310,253.0,Carlson,Miyazaki,Miyakonojo,Japan,Family,2006,PG-13,English             ,1198
6311,155.0,Knight,Bern,Bern,Switzerland,Family,2006,PG-13,English             ,1568
6312,240.0,Welch,Fukushima,Iwaki,Japan,Children,2006,NC-17,English             ,1008
6313,39.0,Nelson,Esprito Santo,Vila Velha,Brazil,Children,2006,NC-17,English             ,1602
6314,547.0,Emmons,Ishikawa,Kanazawa,Japan,Children,2006,NC-17,English             ,1818
6315,135.0,Mason,Maharashtra,Pune,India,Children,2006,NC-17,English             ,434
6316,488.0,Millard,Baja California Sur,La Paz,Mexico,Children,2006,NC-17,English             ,409
6317,398.0,Meek,Rio Grande do Sul,Bag,Brazil,Children,2006,NC-17,English             ,767
6318,210.0,Oliver,Aden,Aden,Yemen,Children,2006,NC-17,English             ,234
6319,242.0,Frazier,Hebei,Qinhuangdao,China,Children,2006,NC-17,English             ,266
6320,422.0,Ellington,Hubei,Laohekou,China,Children,2006,NC-17,English             ,7
6321,577.0,Malcolm,Taipei,Tanshui,Taiwan,Children,2006,NC-17,English             ,618
6322,327.0,Thrasher,Adana,Adana,Turkey,Children,2006,NC-17,English             ,234
6323,438.0,Lovelace,Copperbelt,Kitwe,Zambia,Children,2006,NC-17,English             ,409
6324,49.0,Edwards,Mekka,Jedda,Saudi Arabia,Children,2006,NC-17,English             ,1818
6325,72.0,Watson,National Capital Reg,Taguig,Philippines,Children,2006,NC-17,English             ,75
6326,277.0,Jimenez,Oyo & Osun,Ogbomosho,Nigeria,Children,2006,NC-17,English             ,1602
6327,501.0,Geary,Lubelskie,Lublin,Poland,Children,2006,NC-17,English             ,7
6328,16.0,Martin,England,Southend-on-Sea,United Kingdom,Documentary,2006,PG-13,English             ,367
6329,458.0,Dowd,Central Java,Tegal,Indonesia,Documentary,2006,PG-13,English             ,1205
6330,556.0,Gruber,England,Southport,United Kingdom,Documentary,2006,PG-13,English             ,1152
6331,508.0,Howland,Andhra Pradesh,Vijayawada,India,Documentary,2006,PG-13,English             ,100
6332,503.0,Barclay,Nagano,Ueda,Japan,Documentary,2006,PG-13,English             ,1864
6333,275.0,Barnett,Illinois,Peoria,United States,Documentary,2006,PG-13,English             ,1152
6334,362.0,Barfield,Par,Belm,Brazil,Documentary,2006,PG-13,English             ,367
6335,92.0,Simmons,Gois,Goinia,Brazil,Documentary,2006,PG-13,English             ,994
6336,520.0,Westmoreland,Khanh Hoa,Nha Trang,Vietnam,Documentary,2006,PG-13,English             ,1265
6337,279.0,Shelton,East Azerbaidzan,Tabriz,Iran,Documentary,2006,PG-13,English             ,1315
6338,292.0,Lambert,Sharja,Sharja,United Arab Emirates,Sci-Fi,2006,R,English             ,620
6339,385.0,Holm,Ibaragi,Tama,Japan,Sci-Fi,2006,R,English             ,1305
6340,450.0,Robb,Central Java,Surakarta,Indonesia,Sci-Fi,2006,R,English             ,1482
6341,35.0,Green,Midi-Pyrnes,Toulouse,France,Sci-Fi,2006,R,English             ,713
6342,22.0,Rodriguez,Rabat-Sal-Zammour-Z,Sal,Morocco,Sci-Fi,2006,R,English             ,1446
6343,216.0,Meyer,Gois,Aparecida de Goinia,Brazil,Sci-Fi,2006,R,English             ,429
6344,74.0,Kelly,So Paulo,Rio Claro,Brazil,Sci-Fi,2006,R,English             ,638
6345,23.0,Lewis,Liepaja,Liepaja,Latvia,Sci-Fi,2006,R,English             ,1482
6346,325.0,Bunn,Distrito Federal,Braslia,Brazil,Sci-Fi,2006,R,English             ,1276
6347,306.0,Kowalski,Kedah,Sungai Petani,Malaysia,Sci-Fi,2006,R,English             ,1305
6348,130.0,Hunter,Gois,guas Lindas de Gois,Brazil,Sci-Fi,2006,R,English             ,620
6349,217.0,Bishop,Uttar Pradesh,Sambhal,India,Sci-Fi,2006,R,English             ,62
6350,333.0,Purdy,Baki,Baku,Azerbaijan,Sci-Fi,2006,R,English             ,152
6351,127.0,Stevens,Smolensk,Smolensk,Russian Federation,Sci-Fi,2006,R,English             ,38
6352,535.0,Elrod,Chari-Baguirmi,NDjamna,Chad,Action,2006,R,English             ,1154
6353,82.0,Coleman,Krim,Simferopol,Ukraine,Action,2006,R,English             ,932
6354,566.0,Mena,Tokat,Tokat,Turkey,Action,2006,R,English             ,1423
6355,410.0,Irby,Ontario,Richmond Hill,Canada,Action,2006,R,English             ,392
6356,440.0,Colby,Maharashtra,Dhule (Dhulia),India,Action,2006,R,English             ,1810
6357,14.0,White,California,Citrus Heights,United States,Action,2006,R,English             ,859
6358,174.0,Watkins,Miranda,Ocumare del Tuy,Venezuela,Action,2006,R,English             ,1036
6359,401.0,Carranza,Fukushima,Koriyama,Japan,Action,2006,R,English             ,1810
6360,417.0,Estep,al-Sharqiya,al-Qatif,Saudi Arabia,Action,2006,R,English             ,813
6361,278.0,Horton,Bursa,Inegl,Turkey,Action,2006,R,English             ,752
6362,159.0,Hawkins,North Austria,Linz,Austria,Action,2006,R,English             ,1061
6363,6.0,Davis,Texas,Laredo,United States,Action,2006,R,English             ,97
6364,593.0,Mcalister,California,Garden Grove,United States,Action,2006,R,English             ,1227
6365,181.0,Bradley,Tennessee,Memphis,United States,Action,2006,R,English             ,1097
6366,371.0,Poulin,Southern Tagalog,Cabuyao,Philippines,Action,2006,R,English             ,755
6367,460.0,Bostic,Caquet,Florencia,Colombia,Action,2006,R,English             ,1683
6368,435.0,Shelby,Shandong,Junan,China,Action,2006,R,English             ,545
6369,208.0,Wheeler,West Bengali,Balurghat,India,Action,2006,R,English             ,1036
6370,167.0,Pierce,Maharashtra,Chandrapur,India,Action,2006,R,English             ,1213
6371,473.0,Olivares,Aceh,Lhokseumawe,Indonesia,Action,2006,R,English             ,1138
6372,498.0,Sanborn,Zufar,Salala,Oman,Action,2006,R,English             ,605
6373,282.0,Castro,Ponce,Ponce,Puerto Rico,Action,2006,R,English             ,1097
6374,555.0,Lombardi,KwaZulu-Natal,Chatsworth,South Africa,Action,2006,R,English             ,142
6375,388.0,Morrell,Southern Tagalog,Cavite,Philippines,Action,2006,R,English             ,755
6376,205.0,Carr,Alto Paran,Ciudad del Este,Paraguay,Action,2006,R,English             ,53
6377,268.0,Soto,Kerala,Palghat (Palakkad),India,Action,2006,R,English             ,505
6378,260.0,Vargas,Shanxi,Datong,China,Action,2006,R,English             ,1036
6379,453.0,Martel,Zulia,Maracabo,Venezuela,Action,2006,R,English             ,637
6380,398.0,Meek,Rio Grande do Sul,Bag,Brazil,Drama,2006,G,English             ,1793
6381,242.0,Frazier,Hebei,Qinhuangdao,China,Drama,2006,G,English             ,554
6382,178.0,Snyder,So Paulo,Santa Brbara dOeste,Brazil,Drama,2006,G,English             ,324
6383,55.0,Reed,Moskova,Balaiha,Russian Federation,Drama,2006,G,English             ,258
6384,7.0,Miller,Central Serbia,Kragujevac,Yugoslavia,Drama,2006,G,English             ,1813
6385,338.0,Gilman,Western Cape,Paarl,South Africa,Drama,2006,G,English             ,1734
6386,504.0,Adam,Illinois,Joliet,United States,Drama,2006,G,English             ,1022
6387,357.0,Rico,Bratislava,Bratislava,Slovakia,Drama,2006,G,English             ,235
6388,176.0,Carroll,Skikda,Skikda,Algeria,Drama,2006,G,English             ,1190
6389,399.0,Isom,Punjab,Okara,Pakistan,Drama,2006,G,English             ,206
6390,234.0,Fuller,Hawalli,Jalib al-Shuyukh,Kuwait,Drama,2006,G,English             ,1980
6391,522.0,Havens,Southern Tagalog,Santa Rosa,Philippines,Drama,2006,G,English             ,1734
6392,273.0,Lowe,Guanajuato,Salamanca,Mexico,Drama,2006,G,English             ,1544
6393,491.0,Mattox,al-Daqahliya,Mit Ghamr,Egypt,Drama,2006,G,English             ,324
6394,473.0,Olivares,Aceh,Lhokseumawe,Indonesia,Drama,2006,G,English             ,1813
6395,116.0,Gibson,Central Java,Pemalang,Indonesia,Drama,2006,G,English             ,1441
6396,574.0,Vest,Tokyo-to,Akishima,Japan,Drama,2006,G,English             ,1627
6397,342.0,Martino,Roraima,Boa Vista,Brazil,Drama,2006,G,English             ,349
6398,360.0,Madrigal,Arecibo,Arecibo,Puerto Rico,Drama,2006,G,English             ,1682
6399,284.0,Gregory,Edo & Delta,Benin City,Nigeria,Sci-Fi,2006,NC-17,English             ,855
6400,53.0,Morris,Chiba,Nagareyama,Japan,Sci-Fi,2006,NC-17,English             ,1572
6401,305.0,Mccrary,Texas,Arlington,United States,Sci-Fi,2006,NC-17,English             ,1027
6402,508.0,Howland,Andhra Pradesh,Vijayawada,India,Sci-Fi,2006,NC-17,English             ,1306
6403,149.0,Black,Massachusetts,Brockton,United States,Sci-Fi,2006,NC-17,English             ,1561
6404,101.0,Myers,Asir,Abha,Saudi Arabia,Sci-Fi,2006,NC-17,English             ,1622
6405,321.0,Schuler,Central,Birgunj,Nepal,Sci-Fi,2006,NC-17,English             ,1473
6406,445.0,Forman,Buenos Aires,Escobar,Argentina,Sci-Fi,2006,NC-17,English             ,1561
6407,158.0,Stone,North Carolina,Greensboro,United States,Sci-Fi,2006,NC-17,English             ,1027
6408,117.0,Mcdonald,Gujarat,Gandhinagar,India,Sci-Fi,2006,NC-17,English             ,225
6409,83.0,Jenkins,Gauteng,Springs,South Africa,Sci-Fi,2006,NC-17,English             ,1306
6410,14.0,White,California,Citrus Heights,United States,Sci-Fi,2006,NC-17,English             ,113
6411,494.0,Choate,Chimborazo,Robamba,Ecuador,Sci-Fi,2006,NC-17,English             ,5
6412,492.0,Kraus,West Bengali,Kanchrapara,India,Sci-Fi,2006,NC-17,English             ,1348
6413,540.0,Asher,Ruse,Ruse,Bulgaria,Sci-Fi,2006,NC-17,English             ,1693
6414,277.0,Jimenez,Oyo & Osun,Ogbomosho,Nigeria,Sci-Fi,2006,NC-17,English             ,688
6415,410.0,Irby,Ontario,Richmond Hill,Canada,Sci-Fi,2006,NC-17,English             ,1645
6416,354.0,Ngo,So Paulo,Santo Andr,Brazil,Sci-Fi,2006,NC-17,English             ,558
6417,444.0,Hidalgo,Tartumaa,Tartu,Estonia,Sci-Fi,2006,NC-17,English             ,1032
6418,69.0,Gray,Bchar,Bchar,Algeria,Sci-Fi,2006,NC-17,English             ,1668
6419,463.0,Power,Nova Scotia,Halifax,Canada,Sci-Fi,2006,NC-17,English             ,345
6420,422.0,Ellington,Hubei,Laohekou,China,Sci-Fi,2006,NC-17,English             ,1815
6421,85.0,Powell,England,Bradford,United Kingdom,Sci-Fi,2006,NC-17,English             ,1473
6422,139.0,Dixon,Ynlin,Touliu,Taiwan,Sci-Fi,2006,NC-17,English             ,1032
6423,189.0,Carpenter,Ontario,Oshawa,Canada,Sci-Fi,2006,NC-17,English             ,1645
6424,477.0,Paine,England,Stockport,United Kingdom,Sci-Fi,2006,NC-17,English             ,926
6425,69.0,Gray,Bchar,Bchar,Algeria,Music,2006,NC-17,English             ,634
6426,382.0,Barkley,New Hampshire,Manchester,United States,Music,2006,NC-17,English             ,1095
6427,179.0,Hart,Kirov,Kirovo-Tepetsk,Russian Federation,Music,2006,NC-17,English             ,603
6428,88.0,Hughes,Cheju,Cheju,South Korea,Music,2006,NC-17,English             ,1995
6429,481.0,Devore,Mwanza,Mwanza,Tanzania,Music,2006,NC-17,English             ,221
6430,344.0,Billingsley,Tongatapu,Nukualofa,Tonga,Music,2006,NC-17,English             ,181
6431,263.0,Hopkins,National Capital Reg,Mandaluyong,Philippines,Music,2006,NC-17,English             ,1452
6432,448.0,Betancourt,Baijeri,Erlangen,Germany,Music,2006,NC-17,English             ,313
6433,392.0,Douglass,Addis Abeba,Addis Abeba,Ethiopia,Music,2006,NC-17,English             ,332
6434,390.0,Heaton,Nakhon Sawan,Nakhon Sawan,Thailand,Music,2006,NC-17,English             ,1452
6435,432.0,Burk,KwaZulu-Natal,Newcastle,South Africa,Music,2006,NC-17,English             ,1095
6436,421.0,Hawks,Tamil Nadu,Pudukkottai,India,Music,2006,NC-17,English             ,1718
6437,305.0,Mccrary,Texas,Arlington,United States,Music,2006,NC-17,English             ,216
6438,331.0,Robert,Santa F,Santa F,Argentina,Music,2006,NC-17,English             ,736
6439,103.0,Hamilton,Kwara & Kogi,Ilorin,Nigeria,Music,2006,NC-17,English             ,1371
6440,115.0,Harrison,Mxico,Nezahualcyotl,Mexico,Music,2006,NC-17,English             ,1704
6441,237.0,Gilbert,Chollanam,Naju,South Korea,Music,2006,NC-17,English             ,1371
6442,88.0,Hughes,Cheju,Cheju,South Korea,Foreign,2006,G,English             ,1180
6443,593.0,Mcalister,California,Garden Grove,United States,Foreign,2006,G,English             ,1180
6444,536.0,Churchill,Kang-won,Tonghae,South Korea,Foreign,2006,G,English             ,1906
6445,509.0,Fortier,Bihar,Chapra,India,Foreign,2006,G,English             ,1598
6446,284.0,Gregory,Edo & Delta,Benin City,Nigeria,Foreign,2006,G,English             ,1598
6447,181.0,Bradley,Tennessee,Memphis,United States,Foreign,2006,G,English             ,1690
6448,257.0,Douglas,Sofala,Beira,Mozambique,Documentary,2006,R,English             ,86
6449,142.0,Burns,Scotland,Dundee,United Kingdom,Documentary,2006,R,English             ,86
6450,564.0,Pfeiffer,Shandong,Xintai,China,Documentary,2006,R,English             ,616
6451,89.0,Flores,Buenos Aires,La Plata,Argentina,Documentary,2006,R,English             ,919
6452,8.0,Wilson,Hamilton,Hamilton,New Zealand,Drama,2006,NC-17,English             ,1912
6453,90.0,Washington,Guangdong,Meixian,China,Drama,2006,NC-17,English             ,1759
6454,401.0,Carranza,Fukushima,Koriyama,Japan,Drama,2006,NC-17,English             ,82
6455,528.0,Herzog,Benguela,Benguela,Angola,Drama,2006,NC-17,English             ,318
6456,175.0,Olson,Kerala,Allappuzha (Alleppey),India,Drama,2006,NC-17,English             ,1420
6457,310.0,Cabral,Minas Gerais,Ibirit,Brazil,Drama,2006,NC-17,English             ,1338
6458,317.0,Baugh,Streymoyar,Trshavn,Faroe Islands,Drama,2006,NC-17,English             ,666
6459,124.0,Wells,Ktahya,Ktahya,Turkey,Drama,2006,NC-17,English             ,621
6460,581.0,Wofford,Guerrero,Jos Azueta,Mexico,Animation,2006,G,English             ,593
6461,462.0,Sherrod,Irkutsk,Usolje-Sibirskoje,Russian Federation,Animation,2006,G,English             ,17
6462,470.0,Allard,Hodeida,Hodeida,Yemen,Animation,2006,G,English             ,423
6463,102.0,Ford,Ha Darom,Ashdod,Israel,Animation,2006,G,English             ,1974
6464,84.0,Perry,Puebla,Atlixco,Mexico,Animation,2006,G,English             ,276
6465,404.0,Scroggins,Saitama,Omiya,Japan,Animation,2006,G,English             ,248
6466,428.0,Kruger,Komi,Syktyvkar,Russian Federation,Animation,2006,G,English             ,770
6467,475.0,Chestnut,Sumy,ostka,Ukraine,Animation,2006,G,English             ,1034
6468,591.0,Arsenault,Minas Gerais,Juiz de Fora,Brazil,Animation,2006,G,English             ,1520
6469,478.0,Lyman,Ha Darom,Ashqelon,Israel,Animation,2006,G,English             ,1742
6470,287.0,Miles,Tamil Nadu,Tambaram,India,Animation,2006,G,English             ,1226
6471,134.0,Boyd,al-Qalyubiya,Qalyub,Egypt,Animation,2006,G,English             ,1034
6472,76.0,Price,Pavlodar,Pavlodar,Kazakstan,Animation,2006,G,English             ,248
6473,168.0,Berry,Gansu,Jinchang,China,Animation,2006,G,English             ,1331
6474,337.0,Jordon,Hiroshima,Onomichi,Japan,Animation,2006,G,English             ,174
6475,202.0,Gutierrez,Maharashtra,Bhusawal,India,Animation,2006,G,English             ,1133
